Kind,Item,Model,Field,Was,Corrected To,Note
software,EXTFSK / XMMT.ocx,,rig_control_backend,"none — this is an FSK/PTT keying interface component (DLL/OCX), not CAT","Two DISTINCT components, neither doing CAT: EXTFSK.dll = a software FSK/PTT keying driver; XMMT.ocx = the ActiveX/OCX build of the MMTTY engine (an audio RTTY modem) used to embed MMTTY/2Tone in host loggers.","CORRECTED: the original treated both as 'an FSK/PTT keying interface component... not audio.' That is true for EXTFSK.dll but NOT for XMMT.ocx, which is JE3HHT's ActiveX MMTTY modem engine (audio decode + keying) that host loggers embed."
software,EXTFSK / XMMT.ocx,,how_to_set_cat,"n/a. In the host app (MMTTY/MMVARI/2Tone/N1MM+) choose 'EXTFSK' as the FSK/PTT source, then in the EXTFSK window select the COM port and map FSK→TXD, PTT→RTS or DTR.","n/a for both (no transceiver CAT). EXTFSK: in the host (MMTTY/MMVARI/2Tone/N1MM+) select 'EXTFSK', then pick the COM/LPT port and map FSK->TxD, PTT->RTS/DTR. XMMT.ocx: registered so a host logger (N1MM+/WriteLog) can drive MMTTY or 2Tone directly.","CORRECTED: the original treated both as 'an FSK/PTT keying interface component... not audio.' That is true for EXTFSK.dll but NOT for XMMT.ocx, which is JE3HHT's ActiveX MMTTY modem engine (audio decode + keying) that host loggers embed."
software,EXTFSK / XMMT.ocx,,audio_device_select,"n/a — it provides line keying, not audio.","CORRECTED: XMMT.ocx IS the MMTTY audio modem, so it handles/decodes sound-card audio (the sound device is selected via the embedded MMTTY). EXTFSK provides only line keying, no audio.","CORRECTED: the original treated both as 'an FSK/PTT keying interface component... not audio.' That is true for EXTFSK.dll but NOT for XMMT.ocx, which is JE3HHT's ActiveX MMTTY modem engine (audio decode + keying) that host loggers embed."
software,EXTFSK / XMMT.ocx,,ptt_config,Keys true FSK and PTT over COM/LPT or a USB-serial adapter's TXD/RTS/DTR lines (software bit-bangs FSK so USB adapters can do real FSK).,EXTFSK keys true FSK and PTT over COM/LPT or USB-serial TxD/RTS/DTR (it bit-bangs FSK so USB adapters can do real FSK); XMMT.ocx invokes EXTFSK (or a COM port) for keying.,"CORRECTED: the original treated both as 'an FSK/PTT keying interface component... not audio.' That is true for EXTFSK.dll but NOT for XMMT.ocx, which is JE3HHT's ActiveX MMTTY modem engine (audio decode + keying) that host loggers embed."
software,EXTFSK / XMMT.ocx,,alc_power_guidance,n/a — FSK keying (RF power set on the radio).,n/a for FSK keying (RF power set on the radio); AFSK via the embedded MMTTY should keep audio so ALC barely moves.,"CORRECTED: the original treated both as 'an FSK/PTT keying interface component... not audio.' That is true for EXTFSK.dll but NOT for XMMT.ocx, which is JE3HHT's ActiveX MMTTY modem engine (audio decode + keying) that host loggers embed."
software,PSKer,,rig_control_backend,none (audio-coupled Android app),"None (audio-coupled app) - it is an iOS/iPad app, not Android","CORRECTED: PSKer is an iOS/iPad application (companion to DroidPSK), not an Android app as the original stated. Audio-coupled, no CAT is correct."
software,PSKer,,how_to_set_cat,n/a — no CAT.,n/a - set the rig manually.,"CORRECTED: PSKer is an iOS/iPad application (companion to DroidPSK), not an Android app as the original stated. Audio-coupled, no CAT is correct."
software,PSKer,,audio_device_select,Device microphone/sound-card audio input from the receiver.,iOS device audio input (built-in mic or a wired audio interface) from the receiver.,"CORRECTED: PSKer is an iOS/iPad application (companion to DroidPSK), not an Android app as the original stated. Audio-coupled, no CAT is correct."
software,TrueTTY,,rig_control_backend,built-in simple CAT tuning (DXsoft rig support),CAT frequency control via Omni-Rig (installed separately) - not a built-in DXsoft driver,"CORRECTED: the CAT backend is Omni-Rig (per the TrueTTY manual: 'Tuning is made via Omni-Rig software interface'), not a bespoke 'built-in DXsoft rig' driver."
software,TrueTTY,,how_to_set_cat,Setup > CAT/Transceiver: choose the COM port and rig to read/set frequency.,Setup > select your rig in the 'Use Rig' dropdown; tuning/frequency sync is performed through the Omni-Rig interface. PTT/FSK are set under Setup / Interface / PTT port.,"CORRECTED: the CAT backend is Omni-Rig (per the TrueTTY manual: 'Tuning is made via Omni-Rig software interface'), not a bespoke 'built-in DXsoft rig' driver."
software,TrueTTY,,audio_device_select,Setup > Sound card: input and output devices.,Setup: select the sound-card input/output devices used for decode/transmit.,"CORRECTED: the CAT backend is Omni-Rig (per the TrueTTY manual: 'Tuning is made via Omni-Rig software interface'), not a bespoke 'built-in DXsoft rig' driver."
software,TrueTTY,,ptt_config,PTT and FSK keying via a COM port.,Setup / Interface / PTT port (COM or LPT) with selectable pins; 'Produce FSK output at TxD' enables true FSK in RTTY/ASCII.,"CORRECTED: the CAT backend is Omni-Rig (per the TrueTTY manual: 'Tuning is made via Omni-Rig software interface'), not a bespoke 'built-in DXsoft rig' driver."
software,TrueTTY,,alc_power_guidance,AFSK into SSB — keep the audio level low so ALC is minimal.,AFSK into SSB - keep the audio level low so ALC is minimal.,"CORRECTED: the CAT backend is Omni-Rig (per the TrueTTY manual: 'Tuning is made via Omni-Rig software interface'), not a bespoke 'built-in DXsoft rig' driver."
software,VarAC,,rig_control_backend,via the VARA modem for audio + its own CAT (Hamlib or OmniRig) for frequency/PTT,"VarAC's own rig control (Direct CAT, FLrig, OmniRig, or Hamlib) for frequency + PTT; audio via the external VARA modem over TCP","The claim is too narrow. VarAC's Settings > 'RIG control & VARA Configuration' lets you choose PTT and frequency control via Direct CAT, FLrig, OmniRig, OR Hamlib (rigctld) - not only Hamlib/OmniRig - and RTS/DTR can be used for PTT. TEST buttons verify each. Audio is handled by the VARA modem (set the sound device in VARA); point VarAC at the running VARA HF/FM modem's TCP port (VARA HF default 8300) and optionally its VARAHF.EXE path for auto-launch."
software,VarAC,,how_to_set_cat,VarAC Settings: choose the CAT engine (Hamlib rigctl or OmniRig) and set rig model/port/baud for frequency and PTT; point VarAC at the running VARA HF (or FM) modem's TCP host/port.,"Settings > 'RIG control & VARA Configuration': choose the PTT and frequency-control engine (Direct CAT / FLrig / OmniRig / Hamlib), set rig model/port/baud, and use TEST; set the VARAHF.EXE path and the VARA modem TCP host/port (default 8300).","The claim is too narrow. VarAC's Settings > 'RIG control & VARA Configuration' lets you choose PTT and frequency control via Direct CAT, FLrig, OmniRig, OR Hamlib (rigctld) - not only Hamlib/OmniRig - and RTS/DTR can be used for PTT. TEST buttons verify each. Audio is handled by the VARA modem (set the sound device in VARA); point VarAC at the running VARA HF/FM modem's TCP port (VARA HF default 8300) and optionally its VARAHF.EXE path for auto-launch."
software,VarAC,,audio_device_select,"Audio is handled by the VARA modem — set the sound device in VARA, not in VarAC.","Audio is handled by the VARA modem - set the sound device in VARA, not in VarAC.","The claim is too narrow. VarAC's Settings > 'RIG control & VARA Configuration' lets you choose PTT and frequency control via Direct CAT, FLrig, OmniRig, OR Hamlib (rigctld) - not only Hamlib/OmniRig - and RTS/DTR can be used for PTT. TEST buttons verify each. Audio is handled by the VARA modem (set the sound device in VARA); point VarAC at the running VARA HF/FM modem's TCP port (VARA HF default 8300) and optionally its VARAHF.EXE path for auto-launch."
software,VarAC,,ptt_config,"PTT via VARA's own PTT setting, or via VarAC's Hamlib/OmniRig CAT PTT.",PTT via VarAC's chosen engine (Direct CAT / FLrig / OmniRig / Hamlib) or RTS/DTR; VARA's own PTT can also be used.,"The claim is too narrow. VarAC's Settings > 'RIG control & VARA Configuration' lets you choose PTT and frequency control via Direct CAT, FLrig, OmniRig, OR Hamlib (rigctld) - not only Hamlib/OmniRig - and RTS/DTR can be used for PTT. TEST buttons verify each. Audio is handled by the VARA modem (set the sound device in VARA); point VarAC at the running VARA HF/FM modem's TCP port (VARA HF default 8300) and optionally its VARAHF.EXE path for auto-launch."
software,Xlog,,rig_control_backend,Hamlib (via rigctld / hamlib library),Hamlib (hamlib library),"Menu path is wrong. Xlog's Hamlib settings are under Settings > Preferences > Hamlib tab (not 'File > Preferences'): tick 'Enable hamlib support', then select the Radio (Hamlib model), serial/USB device and baud; it polls frequency/mode/S-meter/power. Logging only."
software,Xlog,,how_to_set_cat,"File > Preferences > Hamlib: enable, select Radio (Hamlib model), serial/USB device, baud; it polls freq/mode/S-meter.","Settings > Preferences > Hamlib tab: enable hamlib support, select the Radio (Hamlib model), serial/USB device, baud; it polls freq/mode/S-meter.","Menu path is wrong. Xlog's Hamlib settings are under Settings > Preferences > Hamlib tab (not 'File > Preferences'): tick 'Enable hamlib support', then select the Radio (Hamlib model), serial/USB device and baud; it polls frequency/mode/S-meter/power. Logging only."
software,Xlog,,audio_device_select,n/a - logging only,n/a - logging only.,"Menu path is wrong. Xlog's Hamlib settings are under Settings > Preferences > Hamlib tab (not 'File > Preferences'): tick 'Enable hamlib support', then select the Radio (Hamlib model), serial/USB device and baud; it polls frequency/mode/S-meter/power. Logging only."
software,Xlog,,ptt_config,n/a,n/a - reads freq/mode/S-meter only.,"Menu path is wrong. Xlog's Hamlib settings are under Settings > Preferences > Hamlib tab (not 'File > Preferences'): tick 'Enable hamlib support', then select the Radio (Hamlib model), serial/USB device and baud; it polls frequency/mode/S-meter/power. Logging only."
software,Xlog,,alc_power_guidance,n/a,n/a.,"Menu path is wrong. Xlog's Hamlib settings are under Settings > Preferences > Hamlib tab (not 'File > Preferences'): tick 'Enable hamlib support', then select the Radio (Hamlib model), serial/USB device and baud; it polls frequency/mode/S-meter/power. Logging only."
software,DigiDecoder,,rig_control_backend,"none - acoustic coupling via device mic/speaker, no CAT or cable",None - decodes/encodes from live audio (built-in mic OR audio cable); also supports Bluetooth/network TNCs for Packet; no rig CAT,"The 'acoustic-only, no cable' description is inaccurate. DigiDecoder (iOS app) takes live audio from the built-in microphone OR a direct audio cable, and it also supports Bluetooth/network TNCs for Packet - it is not limited to acoustic coupling. It both decodes and encodes modes (SSTV, Packet, RTTY, CW, FT8/FT4, JS8, Olivia). It has no rig CAT; it has no electrical rig PTT of its own (rely on the radio's VOX/manual keying for acoustic/audio-cable TX, or a TNC handles keying for Packet)."
software,DigiDecoder,,how_to_set_cat,n/a - no rig control or cable connection,n/a - no rig control; tune the receiver manually.,"The 'acoustic-only, no cable' description is inaccurate. DigiDecoder (iOS app) takes live audio from the built-in microphone OR a direct audio cable, and it also supports Bluetooth/network TNCs for Packet - it is not limited to acoustic coupling. It both decodes and encodes modes (SSTV, Packet, RTTY, CW, FT8/FT4, JS8, Olivia). It has no rig CAT; it has no electrical rig PTT of its own (rely on the radio's VOX/manual keying for acoustic/audio-cable TX, or a TNC handles keying for Packet)."
software,DigiDecoder,,audio_device_select,"Uses the device microphone (in) and speaker (out); normally the phone/tablet default devices, held near the radio","Uses the device microphone (in) and speaker (out), OR a direct audio cable for better quality; Bluetooth/network TNCs supported for Packet.","The 'acoustic-only, no cable' description is inaccurate. DigiDecoder (iOS app) takes live audio from the built-in microphone OR a direct audio cable, and it also supports Bluetooth/network TNCs for Packet - it is not limited to acoustic coupling. It both decodes and encodes modes (SSTV, Packet, RTTY, CW, FT8/FT4, JS8, Olivia). It has no rig CAT; it has no electrical rig PTT of its own (rely on the radio's VOX/manual keying for acoustic/audio-cable TX, or a TNC handles keying for Packet)."
software,DigiDecoder,,ptt_config,n/a - no electrical PTT; rely on the radio's VOX or manual keying when sending tones acoustically,No electrical rig PTT of its own - use the radio's VOX or manual keying when transmitting via mic/cable; a TNC handles keying for Packet.,"The 'acoustic-only, no cable' description is inaccurate. DigiDecoder (iOS app) takes live audio from the built-in microphone OR a direct audio cable, and it also supports Bluetooth/network TNCs for Packet - it is not limited to acoustic coupling. It both decodes and encodes modes (SSTV, Packet, RTTY, CW, FT8/FT4, JS8, Olivia). It has no rig CAT; it has no electrical rig PTT of its own (rely on the radio's VOX/manual keying for acoustic/audio-cable TX, or a TNC handles keying for Packet)."
software,DigiDecoder,,alc_power_guidance,"Mostly n/a; if transmitting acoustically, set radio mic gain/VOX so audio isn't overdriven (keep ALC low)","If transmitting via audio, set the radio's mic gain/VOX so audio isn't overdriven (keep ALC low).","The 'acoustic-only, no cable' description is inaccurate. DigiDecoder (iOS app) takes live audio from the built-in microphone OR a direct audio cable, and it also supports Bluetooth/network TNCs for Packet - it is not limited to acoustic coupling. It both decodes and encodes modes (SSTV, Packet, RTTY, CW, FT8/FT4, JS8, Olivia). It has no rig CAT; it has no electrical rig PTT of its own (rely on the radio's VOX/manual keying for acoustic/audio-cable TX, or a TNC handles keying for Packet)."
software,FSQCall,,rig_control_backend,"none built-in - sound-card FSQ modem, PTT via COM (no CAT)","Built-in (limited) CAT for frequency read/set - TX & RX CAT commands only, known to work with Icom and some Kenwood/Yaesu - PLUS a serial-port PTT line",CORRECTED: the claim said 'no CAT'. FSQCall (ZL2AFP) actually includes limited built-in CAT - it sends TX and RX CAT commands (frequency) and is documented to work with Icom plus some Kenwood/Yaesu rigs; CAT baud/COM port are configured in the setup file and applied via the PTT/CAT settings.
software,FSQCall,,how_to_set_cat,n/a - no CAT; tune the HF rig manually to the FSQ calling frequency,"CAT baud rate and COM port are set in the FSQCALvnnn_setup.txt config file (the radio address is chosen by an index, not editable in the text file). Check/APPLY the PTT/CAT settings at every start (USB COM ports can change). CAT is optional; you can tune manually instead.",CORRECTED: the claim said 'no CAT'. FSQCall (ZL2AFP) actually includes limited built-in CAT - it sends TX and RX CAT commands (frequency) and is documented to work with Icom plus some Kenwood/Yaesu rigs; CAT baud/COM port are configured in the setup file and applied via the PTT/CAT settings.
software,FSQCall,,audio_device_select,Select the sound-card input and output device,Select the sound-card input and output device within FSQCall,CORRECTED: the claim said 'no CAT'. FSQCall (ZL2AFP) actually includes limited built-in CAT - it sends TX and RX CAT commands (frequency) and is documented to work with Icom plus some Kenwood/Yaesu rigs; CAT baud/COM port are configured in the setup file and applied via the PTT/CAT settings.
software,FSQCall,,ptt_config,"PTT via COM RTS/DTR, or VOX","One serial (or USB-equivalent) COM port for PTT (RTS/DTR), or VOX; frequency CAT is separate and limited",CORRECTED: the claim said 'no CAT'. FSQCall (ZL2AFP) actually includes limited built-in CAT - it sends TX and RX CAT commands (frequency) and is documented to work with Icom plus some Kenwood/Yaesu rigs; CAT baud/COM port are configured in the setup file and applied via the PTT/CAT settings.
software,LinPSK,,rig_control_backend,"Hamlib (optional, if built with hamlib support)","Hamlib (optional - only when compiled with hamlib, detected by pkg-config)",CORRECTED: audio_device_select claimed 'PortAudio/Jack'. Per the current LinPSK (dl1ksv) README the program uses the ALSA sound system and takes ALSA device names in its Settings dialog. Hamlib remains optional/compile-time.
