Manufacturer,Model,Type,Bands,Modes,Era,Notes
Malahit Team (Russia) / Chinese clones,Malahit-DSP1 (Malachite DSP1),Communications receiver (SDR),50 kHz-2 GHz,AM/SSB/CW/NFM/WFM/DSB,2020,"Standalone touchscreen SDR receiver; widely cloned in China, prompting the DSP2/DSP3 successors."
Malahit Team (Russia) / Chinese clones,Malahit-DSP2,Communications receiver (SDR),10 kHz-2 GHz,AM/SSB/CW/NFM/WFM/DSB/RTTY/FT8,2021,"3.5in IPS touchscreen, wider coverage and improved DSP; rebranded by Radioddity as the Raddy DSP2."
Malahit Team (Russia) / Chinese clones,Malahit-DSP3,Communications receiver (SDR),10 kHz-2 GHz,AM/SSB/CW/NFM/WFM/DSB/RTTY,2022,Latest official Malahit variant; separate firmware line from DSP1/DSP2.
MFJ,MFJ-8100 / MFJ-8100K,Shortwave regenerative receiver kit,~13-75m in 5 switched ranges (0.3-30 MHz coverage),AM/SSB/CW (regen),2000s,Build-it-yourself world-band regenerative receiver covering the ham bands; RX only.
MFJ,MFJ-9020,QRP HF transceiver,20m (14 MHz),CW only,2000s,Single-band ~5W superheterodyne CW transceiver with crystal ladder filter; assembled.
MFJ,MFJ-9030,QRP HF transceiver,30m (10 MHz),CW only,2000s,Single-band ~5W CW transceiver in the MFJ-90xx superhet line.
MFJ,MFJ-9040,QRP HF transceiver,40m (7 MHz),CW only,2000s,"Single-band ~5W CW transceiver; tight CW crystal filter, still cataloged."
MFJ,MFJ-9080,QRP HF transceiver,80m (3.5 MHz),CW only,2000s,"Single-band ~5W CW transceiver, 80m member of the 90xx line."
MFJ,MFJ-9200 (Cub),QRP CW transceiver,80-15m via plug-in band modules,CW,2010s,Multiband 'Cub' using computer-modeled MFJ-BM15/17/20/30/40/80 plug-in filter modules; 5W.
MFJ,MFJ-9215 (Cub),QRP CW transceiver,15m,CW,2000s,Single-band 'Cub' 5W CW pocket transceiver.
MFJ,MFJ-9217 (Cub),QRP CW transceiver,17m,CW,2000s,17m Cub CW transceiver.
MFJ,MFJ-9220 (Cub),QRP CW transceiver,20m,CW,2000s,20m Cub CW transceiver.
MFJ,MFJ-9230 (Cub),QRP CW transceiver,30m,CW,2000s,30m Cub CW transceiver.
MFJ,MFJ-9240 (Cub),QRP CW transceiver,40m,CW,2000s,40m Cub CW transceiver.
MFJ,MFJ-9280 (Cub),QRP CW transceiver,80m,CW,2000s,80m Cub CW transceiver.
MFJ,MFJ-9315K Cub,QRP kit (HF transceiver),15m (21 MHz),CW only,2000s,Cub series ~1-2W CW QRP transceiver kit; small VXO-tuned superhet.
MFJ,MFJ-9317K Cub,QRP kit (HF transceiver),17m (18 MHz),CW only,2000s,17m Cub QRP CW transceiver kit.
MFJ,MFJ-9320K Cub,QRP kit (HF transceiver),20m (14 MHz),CW only,2000s,20m Cub QRP CW kit; also sold wired as MFJ-9320W.
MFJ,MFJ-9330K Cub,QRP kit (HF transceiver),30m (10 MHz),CW only,2000s,30m Cub QRP CW transceiver kit.
MFJ,MFJ-9340K Cub,QRP kit (HF transceiver),40m (7 MHz),CW only,2000s,40m Cub QRP CW kit; wired version MFJ-9340W. Most popular Cub band.
MFJ,MFJ-9406,QRP SSB transceiver,6m,SSB/CW (USB),2015,"6m 10W PEP SSB/CW transceiver, ConstantCurrent speech processing. MFJ-9406X digital-dial version."
MFJ,MFJ-9420 (SSB Traveler),QRP SSB transceiver,20m,SSB (CW with MFJ-415 module),2010,"'Adventure/Traveler' single-band SSB rig, ~10-12W PEP, RF speech processing, no-menu design. MFJ-9420X adds digital display."
MFJ,MFJ-9420 Traveler,QRP HF transceiver,20m (14 MHz),SSB (CW capable),2000s,"Traveler single-band SSB transceiver, ~7-20W PEP; compact field radio."
MFJ,MFJ-9440 (SSB Traveler),QRP SSB transceiver,40m,SSB (CW option),2010,40m SSB Traveler; MFJ-9440X digital-dial version.
MFJ,MFJ-9440 Traveler,QRP HF transceiver,40m (7 MHz),SSB (CW capable),2000s,"40m Traveler SSB transceiver, ~7-20W PEP."
MFJ,MFJ-9475 (SSB Traveler),QRP SSB transceiver,75m,SSB (CW option),2010,75m SSB Traveler; MFJ-9475X digital-dial version.
MFJ,MFJ-9480 Traveler,QRP HF transceiver,80m (3.5 MHz),SSB (CW capable),2000s,80m Traveler SSB transceiver; 80m member of the 94xx line.
Microtelecom,Perseus,SDR receiver,VLF-HF (10 kHz-40 MHz),all-mode RX,2007,"Benchmark direct-sampling SDR receiver (Udine, Italy); RX-only but a genre landmark."
Mizuho,MX-14S,HF handheld (QRP),20m,SSB/CW,1980s,"'Pico' series 2W handheld SSB/CW, VXO/crystal 50 kHz segments."
Mizuho,MX-21S,HF handheld (QRP),15m,SSB/CW,1980s,Pico-series handheld.
Mizuho,MX-6S,VHF handheld (QRP),6m,SSB/CW,1983-2002,"6m Pico handheld, ~1W, S/RF meter, RIT, NiCad charging."
Mizuho,MX-7S,HF handheld (QRP),40m,SSB/CW,1980s-2002,Among the last Pico transceivers built in Japan (final run 2002).
Morrow Radio Mfg.,MB-560A,HF mobile transmitter,HF 80-10m,AM/CW,1950s,"Under-dash mobile transmitter (Salem, OR)."
Morrow Radio Mfg.,MBR-5,HF receiver,HF 80-10m,AM/CW,1950s,Companion mobile receiver to the MB-560 transmitter.
Motorola,GM300 / MaxTrac / Radius,"VHF/UHF mobile (commercial LMR, amateur-adapted)",2m or 70cm,FM,1980s-1990s,Commercial land-mobile radios very widely reprogrammed for 2m/70cm amateur simplex/repeater use; an often-missed 'amateur-capable' category.
Mountain Topper (KD1JV),"MTR (Mountain Topper, original)",Ultralight QRP CW transceiver,tri-band 40/30/20m,CW,2012,Steve Weber KD1JV's original ultra-low-power microcontroller CW rig sold by LNR Precision.
Mountain Topper (KD1JV/LNR),MTR-3B,Ultralight QRP CW transceiver,40/30/20m,CW,2015,"~4-5W, ~30mA RX draw, tiny/lightweight; iconic SOTA rig. Sold by LNR Precision, later Pacific Antenna."
Mountain Topper (KD1JV/LNR),MTR-4B,Ultralight QRP CW transceiver,four-band (40/30/20/17m),CW,2017,Four band-switch version of the Mountain Topper.
Mountain Topper (KD1JV/LNR),MTR-5B,Ultralight QRP CW transceiver,40/30/20/17/15m,CW,2016,Five-band switch-selected version; 6-12V operation.
Multi-Elmac,A54,HF mobile transmitter,75/20/11/10 m + 1 assignable,AM/CW,1952,Compact plate-modulated mobile transmitter.
Multi-Elmac,A54H,HF mobile transmitter,75/20/11/10 m + 1 assignable,AM/CW,1953,Higher-power A54 variant.
Multi-Elmac,AF-67 Trans-Citer,HF mobile/fixed transmitter,80-10 m,AM/CW,1956,Very popular 60W-input AM mobile transmitter.
Multi-Elmac,AF-68,HF mobile/fixed transmitter,80-10 m,AM/CW,1958,Improved Trans-Citer.
Multi-Elmac,PMR-6A,mobile receiver,HF ham bands,AM/CW,1955,Companion mobile receiver to the Elmac transmitters.
Multi-Elmac,PMR-7,mobile receiver,HF ham bands,AM/CW,1957,Mobile receiver.
Multi-Elmac,PMR-8,mobile receiver,HF ham bands,AM/SSB/CW,1958,Mobile receiver with product detector.
Multi-Elmac,PMR-9,mobile receiver,HF ham bands,AM/SSB/CW,1960,Later mobile receiver.
National,HRO (HRO Senior),communications receiver,General coverage 1.7-30 MHz (plug-in coils),AM/CW,1935,Landmark pre-war receiver; PW-D micrometer dial and plug-in coil sets; used for RAF/military too.
National,HRO Junior,communications receiver,General coverage HF,AM/CW,1936,Economy version of the HRO without S-meter/crystal filter.
National,HRO-5,communications receiver,50 kHz-30 MHz (coil sets),AM/CW,1944,Post-war refresh of the HRO coil-set line.
National,HRO-50,communications receiver,50 kHz-35 MHz (coil sets),AM/CW (FM option),1949,Added direct-reading dial; classic HRO.
National,HRO-50-1 (HRO-50T1),communications receiver,50 kHz-35 MHz (coil sets),AM/CW (FM option),1951,Improved HRO-50 with better selectivity.
National,HRO-500,communications receiver,5 kHz-30 MHz,AM/SSB/CW/FSK,1964,All solid-state synthesized receiver; famous and expensive.
National,HRO-5A,communications receiver,General coverage HF (coil sets),AM/CW,1945,Variant of HRO-5.
National,HRO-5T,communications receiver,General coverage HF (coil sets),AM/CW,1945,Table-model HRO-5 variant.
National,HRO-5TA1,communications receiver,50 kHz-30 MHz (coil sets),AM/CW,1945,Later HRO-5 series table model.
National,HRO-60,communications receiver,50 kHz-54 MHz (coil sets),AM/CW (FM option),1952,Top of the coil-set HRO line; dual conversion on higher bands.
National,HRO-600,communications receiver,16 kHz-30 MHz,AM/SSB/CW,1970,Late professional synthesized receiver.
National,HRO-7,communications receiver,50 kHz-30 MHz (coil sets),AM/CW,1947,Improved post-war HRO.
National,NC-100,communications receiver,General coverage HF,AM/CW,1936,Moving-coil catacomb bandswitch design.
National,NC-100A,communications receiver,General coverage HF,AM/CW,1937,Improved NC-100.
National,NC-100XA,communications receiver,General coverage HF,AM/CW,1938,Crystal-filter version of the NC-100A.
National,NC-101X,communications receiver,Ham-band 160-10 m,AM/CW,1938,Amateur-bands-only catacomb receiver.
National,NC-105,communications receiver,General coverage HF,AM/CW,1959,Entry-level receiver.
National,NC-109,communications receiver,540 kHz-40 MHz,AM/CW,1957,Mid-line receiver with product detector.
National,NC-121,communications receiver,HF broadcast/marine,AM/CW,1950s,Bandspread receiver.
National,NC-125,communications receiver,540 kHz-40 MHz,AM/CW,1950,"Mid-line receiver, sometimes called 'Coin Silver.'"
National,NC-140,communications receiver,540 kHz-30 MHz,AM/CW,1954,Ham/SWL receiver.
National,NC-155,communications receiver,85 kHz-30 MHz + 6 m,AM/SSB/CW,1958,Product-detector receiver.
National,NC-173,communications receiver,540 kHz-31 MHz + 48-56 MHz,AM/CW,1947,Popular post-war ham/SWL receiver with 6m coverage.
National,NC-183,communications receiver,540 kHz-31 MHz + 48-56 MHz,AM/CW,1946,Deluxe push-pull audio receiver.
National,NC-183D,communications receiver,540 kHz-30 MHz + 6 m,AM/CW,1952,Dual-conversion top NC receiver of its day; highly regarded.
National,NC-188,communications receiver,General coverage HF + 6 m,AM/CW,1959,Later general-coverage receiver.
National,NC-190,communications receiver,540 kHz-30 MHz + 6 m,AM/SSB/CW,1963,Later general-coverage receiver.
National,NC-200,communications receiver,General coverage HF,AM/CW,1940,Pre-war deluxe receiver.
National,NC-240D,communications receiver,General coverage HF,AM/CW,1947,Post-war catacomb receiver.
National,NC-270,communications receiver,General coverage HF + 6 m,AM/SSB/CW,1962,Late-model receiver.
National,NC-300,communications receiver,Ham bands 160-6 m,AM/SSB/CW,1955,"'Dream receiver'; dual conversion, ham-band bandspread."
National,NC-303,communications receiver,Ham bands 160-6 m,AM/SSB/CW,1958,Improved NC-300; sought-after.
National,NC-400,communications receiver,General coverage HF,AM/SSB/CW,1959,Professional/commercial-grade receiver.
National,NC-46,communications receiver,550 kHz-30 MHz,AM/CW,1945,Four-band post-war set.
National,NC-57,communications receiver,540 kHz-55 MHz,AM/CW,1947,Budget receiver with 6m coverage.
National,NC-60,communications receiver,540 kHz-30 MHz,AM/CW,1957,Entry-level SWL/ham receiver.
National,NC-66,communications receiver,HF,AM/CW,1948,Portable battery/AC receiver.
National,NC-80X,communications receiver,General coverage HF,AM/CW,1946,Crystal-filter economy receiver.
National,NC-81X,communications receiver,General coverage HF,AM/CW,1946,Variant of NC-80X.
National,NC-88,communications receiver,540 kHz-40 MHz,AM/CW,1953,Entry-level receiver.
National,NC-98,communications receiver,540 kHz-40 MHz,AM/CW,1953,NC-88 with S-meter/added features.
National,NCX-1000,HF transceiver,80-10 m,AM/SSB/CW,1969,High-power (500W PEP) SSB transceiver.
National,NCX-200,HF transceiver,80/40/20/15/10 m,AM/SSB/CW,1966,120W PEP transceiver.
National,NCX-3,HF transceiver,80/40/20 m,SSB/CW,1962,"Compact 3-band tube SSB transceiver, 200W PEP."
National,NCX-5,HF transceiver,80/40/20/15/10 m,SSB/CW,1964,"5-band tube SSB transceiver, ~500W PEP class."
National,NCX-5 Mark II,HF transceiver,80/40/20/15/10 m,SSB/CW,1965,Revised NCX-5.
National,NCX-500,HF transceiver,80/40/20/15/10 m,SSB/CW,1969,~500W PEP SSB transceiver.
National,SW-3,regenerative receiver,General coverage (plug-in coils),AM/CW,1931,'Thrill Box' 3-tube regen; iconic early National.
National,SW-54,communications receiver,540 kHz-30 MHz,AM/CW,1951,Entry-level all-band receiver.
NorCal QRP Club,NorCal 40A,QRP transceiver (kit),40m,CW,1990s,Classic superhet QRP CW kit; design later carried by Wilderness Radio.
NorCal QRP Club,Sierra,QRP transceiver (kit),HF multiband (plug-in band modules),CW,1994-1996,Forerunner of the Wilderness Radio Sierra; only ~150 original NorCal units built.
Oak Hills Research,OHR 100A,QRP CW transceiver kit,single-band 80/40/30/20/15m,CW,1990s,Single-band 5W single-signal superhet with premix VFO and front-panel-adjustable IF bandwidth (400-1200 Hz).
Oak Hills Research,OHR 400,QRP CW transceiver kit,four-band (of 80/40/30/20/15m),CW,1990s,Four-band member of the OHR superhet line.
Oak Hills Research,OHR 500,QRP CW transceiver kit,five-band 80/40/30/20/15m,CW,1990s,"Five-band single-signal superhet, diode-ring mixer, premix VFO covering 150 kHz per band; ~5W."
Oak Hills Research,OHR Classic (QRP 20/40),QRP CW transceiver kit,dual-band 20/40m,CW,1990s,Dual-band 20/40m CW transceiver ('Classic').
Oak Hills Research,OHR Explorer II,QRP CW transceiver kit,single-band 80/40/30/20m,CW,1990s-2000s,"Popular single-band CW kit, well-regarded documentation."
Pacific Antenna (QRPkits),Hilltopper 20,QRP CW transceiver kit,20m,CW,2018,"Single-band SOTA/POTA CW kit with Si5351 DDS VFO, keyer, ~5W; sold by Pacific Antenna (which also carries the Mountain Topper line)."
Pacific Antenna (QRPkits),Hilltopper 40,QRP CW transceiver kit,40m,CW,2019,40m sibling of the Hilltopper 20.
PE1NNZ / open-source (Guido Ten Dolle),uSDX (QCX-SSB),HF transceiver (QRP SDR),HF single- or multi-band (e.g. 40/20m),SSB/CW/AM/FM,2019,Class-E ATmega328-based SDR firmware turning a QCX into a multimode QRP transceiver; basis for a whole family of clones.
Peaberry (AE9RB),Peaberry SDR V2,SDR transceiver (kit),HF (band-pair options 160-10m),SSB/CW/digital,2010s,USB-audio HF SDR transceiver kit; builder chooses band pair at build time.
Penntek,TR-25,QRP CW transceiver kit,dual-band 40/20m,CW,2021,"John Dillon WA3RNC compact 2-band CW rig; knobs/switches, no menus. Measured ~10 dB better MDS than spec."
Penntek,TR-35,QRP CW transceiver kit,four-band 40/30/20/17m,CW,2021,"Four-band CW-only rig (kit or assembled); hardware switches/knobs, ~5W. Highly regarded receiver."
Penntek,TR-45L,QRP CW transceiver,five-band (80/40/30/20/17m),CW,2022,"Portable-focused rig with analog meter, optional internal battery and Z-match ATU; ~3 lb, retro styling."
Penntek,TR-45L Skinny,QRP CW transceiver,five-band (as TR-45L),CW,2023,"Slimmed TR-45L for SOTA/POTA - same board but no internal ATU or battery, rear-panel speaker. Among WA3RNC's final products before retiring."
President (President Electronics),HR2510,HF 10m transceiver (mobile),10m (28-30 MHz),SSB/CW/AM/FM,1988,"President-badged version of the Uniden HR-2510; 25W all-mode 10m mobile, easily modded to 11m (export concerns)."
President (President Electronics),Jackson II,"HF 10m transceiver (mobile, export)",10m / export 26-30,SSB/AM/FM,2010s,"Export multimode mobile; amateur 28 MHz use, note export origin."
President (President Electronics),Lincoln,HF 10m transceiver (mobile),10m (28-30 MHz) / export 26-30,SSB/CW/AM/FM,1990s,"All-mode 10m 'export' mobile, ~21-25W; classic freeband/10m rig, note export origin."
President (President Electronics),Lincoln II,HF 10m/12m transceiver (mobile),10m + 12m (24/28 MHz),SSB/CW/AM/FM,2015,"Multimode 10/12m mobile, ~30-35W; modern replacement for original Lincoln."
President (President Electronics),Lincoln II+,HF 10m/12m transceiver (mobile),10m + 12m,SSB/CW/AM/FM,2018,"Top-tier President ham mobile; up to 35W FM/50W AM PEP, color display, ASC. Export origin."
President (President Electronics),McKinley (USA),HF 10m transceiver (mobile),10m (28-29.7 MHz),SSB/AM/FM,2013,"Popular 10m amateur mobile with front-facing speaker, SSB, vox, multi-color display; USA version."
President (President Electronics),McKinley EU,HF 10m transceiver (mobile),10m,SSB/AM/FM,2010s,European-market variant of the McKinley 10m amateur mobile.
President (President Electronics),Richard,HF 10m transceiver (mobile),10m (28-29.7 MHz),AM/FM (PA),2019,"Mid-range 10m amateur mobile, AM/FM, 7-color display."
President (President Electronics),Richard II,HF 10m transceiver (mobile),10m,AM/FM (PA),2020s,Updated Richard 10m amateur mobile (current USA ham lineup).
President (President Electronics),Ronald,HF 10m transceiver (mobile),10m (28-29.7 MHz),AM/FM (PA),2020,"Entry 10m amateur mobile, up to ~35W AM/FM; no SSB. USA ham line."
President (President Electronics),Washington,HF 10m/12m transceiver (base/mobile),10m + 12m,SSB/AM/FM,2020s,"100W multimode 10/12m amateur radio, current top USA ham model."
Puxing,PX-777,VHF/UHF handheld,2m or 70cm (monoband variants),FM,2000s,Popular early-generation Chinese FM HT; CHIRP-supported.
Puxing,PX-888K,VHF/UHF handheld,2m/70cm,FM,2010s,Dual-band FM HT.
QRP Labs,QCX,QRP CW transceiver kit,single-band: 80/60/40/30/20/17m,CW (+ WSPR beacon),2017,Hans Summers' landmark $49 single-band 5W CW kit; created for RSGB YOTA 2017 buildathon. Built-in test/alignment gear and WSPR.
QRP Labs,QCX+,QRP CW transceiver kit,single-band: 160-17m,CW (+ WSPR),2020,"Repackaged QCX in a larger, easier-to-build enclosure with side-mounted connectors; same 5W CW performance, adds 160m option."
QRP Labs,QCX-mini,QRP CW transceiver kit,single-band: 80-17m,CW (+ WSPR),2020,Ultra-compact SMD version of the QCX for backpacking/SOTA; ~5W.
QRP Labs,QDX,QRP digital-modes SDR transceiver kit,Low-band 80/60/40/30/20m; High-band 20/17/15/12/11/10m,"Digital (FT8/FT4/etc.), USB soundcard/CAT",2021,5W digi-only SDR transceiver; two band-set build variants. Foundation for the later QMX.
QRP Labs,QDX-M,QRP digital-modes transceiver kit,single-band,Digital,2024,Single-band Micro variant of the QDX.
QRP Labs,QMX,QRP multi-mode SDR transceiver kit,Low-band build 80/60/40/30/20m; High-band build 20/17/15/12/11/10m,"CW/digital/SSB (embedded SDR, USB soundcard, CAT)",2023,"3-5W multiband successor to QCX/QDX; TCXO, 24-bit 48ksps sound card. Two band-set build options."
QRP Labs,QMX+,QRP multi-mode SDR transceiver kit,160-6m,CW/digital/SSB,2024,"Larger all-HF+6m QMX with RTC, internal GPS option; 3-5W."
QRP Labs,QSX,All-band all-mode SDR transceiver (announced),160-10m (+6m),SSB/CW/AM/FM/digital,2019 (announced),Ambitious all-band all-mode SDR announced at Hamvention 2019; a 40m prototype was shown but development shelved in favor of the QMX line - never released for sale.
Quansheng,TG-22AT,VHF handheld,2m,FM,2000s,Single-band 2m FM HT.
Quansheng,TG-2AT,VHF handheld,2m (136-174 MHz),FM,2000s,Older single-band commercial/ham FM HT; DTMF.
Quansheng,TG-42AT,UHF handheld,70cm,FM,2000s,Budget single-band UHF FM HT.
Quansheng,TG-45AT,UHF handheld,70cm (400-470 MHz),FM,2000s,"Single-band UHF FM HT, sibling of TG-2AT."
Quansheng,TG-K10AT,UHF handheld,70cm,FM,2010s,High-capacity battery UHF FM HT.
Quansheng,TG-K4AT (UV),VHF/UHF handheld,2m/70cm (some RX 245 MHz),FM,2010s,"Dual-band FM HT, youthful styling."
Quansheng,TG-UV2,VHF/UHF handheld,"2m/70cm (VHF 136-174, UHF 350-390/400-470)",FM,2010,"Landmark cheap dual-band Chinese HT; large battery, FM broadcast RX."
Quansheng,TG-UV2 / TG-UV2+,VHF/UHF handheld,2m/70cm (VHF/UHF dual-band),FM,2011,Early well-regarded Chinese dual-band FM HT with large battery; predecessor to the UV-K line.
Quansheng,TG-UV2 Plus,VHF/UHF handheld,2m/70cm,FM,2013,Upgraded TG-UV2 with higher power and bigger battery.
Quansheng,TK11,VHF/UHF handheld,2m/70cm TX; wideband RX,FM/AM RX,2024,UV-K5-style HT but closed platform (no open firmware).
Quansheng,UV-5R (Quansheng),VHF/UHF handheld,2m/70cm,FM,2013,Quansheng-branded dual-band FM HT sharing the UV-5R form factor.
Quansheng,UV-5R Plus (Quansheng),VHF/UHF handheld,2m/70cm,FM,2015,Quansheng's own dual-band FM HT (distinct from Baofeng's UV-5R).
Quansheng,UV-K1,VHF/UHF handheld,2m/70cm TX; wideband RX,FM/AM RX,2024,"Follow-on to UV-K5 family, similar chipset, custom-firmware capable."
Quansheng,UV-K1(8),VHF/UHF handheld,2m/70cm TX; wideband RX,FM/AM RX,2024,8-band variant of UV-K1.
Quansheng,UV-K5,VHF/UHF handheld,2m/70cm (RX ~50-600 MHz),FM/AM(RX),2023,"Hugely popular hackable 5W HT; custom firmware unlocks wideband RX, SSB(RX) and spectrum scanning."
Quansheng,UV-K5(8),VHF/UHF handheld,2m/70cm (wideband RX),FM/AM(RX),2023,UV-K5 variant with expanded RX/features; common target for custom firmware.
Quansheng,UV-K5(99),VHF/UHF handheld,2m/70cm (wideband RX),FM/AM(RX),2023,Another UV-K5 sub-variant differing in RX range/firmware defaults.
Quansheng,UV-K6,VHF/UHF handheld,2m/70cm (wideband RX),FM/AM(RX),2024,Refined successor/rebrand of the UV-K5 with same hackable chipset.
Quansheng,UV-R50,VHF/UHF handheld,2m/70cm,FM,2018,"Dual-band FM HT, VOX/1750 Hz/DTMF, FM broadcast RX."
Quansheng,UV-R50-2 (Mark 2),VHF/UHF handheld,2m/70cm,FM,2019,"2nd-gen UV-R50, 7W, 3300 mAh battery."
QYT,KT-7900D,VHF/UHF mobile,quad-band (2m/1.25m/220-390/70cm RX-TX varies),FM,2010s,Quad-band FM mini mobile.
QYT,KT-8900D,VHF/UHF mobile,2m/70cm,FM,2010s,Popular mini quad-standby dual-band FM mobile.
Raddy (Radioddity house brand),RF919,Communications receiver (SDR/portable),LW/MW/SW to ~999 MHz,AM/SSB(LSB/USB)/FM/Air,2024,"Wideband portable SW/SSB receiver with dual screens, app control, ATU and 3 antenna ports; Malahit-style bandwidth control."
Radioddity,DB20-G,GMRS mobile,UHF GMRS 462/467 MHz,FM,2020,"20W GMRS mobile, repeater-capable; GMRS service, not amateur."
